sni_index,code_index,sni,bleu,code
85.0,121874.0,"function(deployer, network , accounts) {
  deployer
    .deploy(Token, 1000000)
    .then(async () => {
      const tokenContract = await Token.deployed();
      return deployer.deploy(Shop, tokenContract.address);
    })
    .then(async () => {
      const token = await Token.deployed();
      const coinbase = accounts[0];
      const value = 50000;
      await token.transfer(coinbase, accounts[1], value);
    });
}",0.5321715305605826,"function depositToken(address token, uint amount) public {
        
        if (token == 0) revert(""Cannot deposit ETH with depositToken method"");
        if (!ERC20(token).transferFrom(msg.sender, this, amount)) revert(""You didn't call approve method on Token contract"");
        tokens[token][msg.sender] = SafeMath.add(tokens[token][msg.sender], amount);
        emit Deposit(token, msg.sender, amount, tokens[token][msg.sender]);
    }"
86.0,14102.0,"function() {
        return new HDWalletProvider(mnemonic, ""https:
      }",0.5321913333943058,"function finish()
  {
    if(msg.sender != developer)
      return;
    _finish();
  }"
94.0,60258.0,"function () {
        it(""should turn on a loan record instance"", async function () {
            loanrecord = await LoanRecord.new(
                1,
                18,
                0x0000000000000000000000000000000000000002,
                0x0000000000000000000000000000000000000001, 
                ""LOAN""
                );
            var on = await loanrecord.on()
            await assert.equal(on, false)
            await loanrecord.turnOn()
            var on = await loanrecord.on()
            await assert.equal(on, true)
        });
    }",0.5232391625410733,"function init() {
		if(msg.sender != owner) throw;
		costs = [10000000000000000, 20000000000000000, 50000000000000000, 100000000000000000, 500000000000000000];
		fee = 5;
		for (uint8 i = 0; i < costs.length; i++) {
			values.push(costs[i] - costs[i] / 100 * fee);
		}
		maxAnimals = 300;
		randomQuery = ""10 random numbers between 1 and 1000"";
		queryType = ""WolframAlpha"";
		oraclizeGas = 300000;
		nextId = 1;
		oldest = 1;
	}"
95.0,52786.0,"function (error, result) {
    console.log(i++ + "": "" + JSON.stringify(result));
}",0.5447389713069449,"function error(string message) public constant {
        Error(message);
        revert();
    }"
96.0,53167.0,function(instance){app=instance;},0.5649244611208708,"function _incrementNonce() internal {
    _nonce++;
  }"
97.0,31297.0,"function() {
        console.log($(""#name"").val(), $(""#type"").val());
        Contract.addProvider($(""#name"").val(), $(""#type"").val());
    }",0.5302372301294499,"function Deed(uint _value) {
        registrar = msg.sender;
        creationDate = now;
        active = true;
        value = _value;
    }"
103.0,270.0,"function(err, result) {
      if (err) return console.log('error', err)
      console.log('sent', result)
    }",0.549774688443853,"function __callback(bytes32 myid, string result, bytes proof) public {

      return;

      myid; result; proof; 

    }"
104.0,26595.0,"function signMessage(message, callback) {

    return sig = web3.eth.sign(""0x"" + message.toString(""hex""),
    ""<signer address: This address is changed depending on addresses generated by testRPC>"").
    then(console.log);



}",0.5283782157825289,"function verify(

        bytes32 _hash,

        bytes _sig,

        address _address

    )

        internal

        pure

    {

        (bytes32 r, bytes32 s, uint8 v) = signatureSplit(_sig);

        address addressRecover = ecrecover(_hash, v, r, s);

        require(addressRecover == _address, ""inv sig"");

    }"
105.0,13578.0,"function prefixed(hash) {
  return ethereumjs.soliditySHA3(
    [""string"", ""bytes32""],
    [""\x19Ethereum Signed Message:\n32"", hash]
  );
}",0.5173479867777542,"function emitProposal(bytes32 _hash, string memory _message) public isValid onlyOwner {

    emit ProposalEmitted(_hash, _message);

  }"
106.0,88971.0,"function recoverSigner(message, signature) {
  

  var split = res = ethJsUtil.fromRpcSig(signature);

  var publicKey = ethJsUtil.ecrecover(message, split.v, split.r, split.s);
  var signer = ethJsUtil.pubToAddress(publicKey).toString(""hex"");
  return signer;
}",0.5449732642936109,"function verifyCommit(address signer, uint40 commitLastBlock, uint commit, uint8 v, bytes32 r, bytes32 s) internal pure {

        address recoverSigner = getRecoverSigner(commitLastBlock, commit, v, r, s);

        require(recoverSigner == signer, ""failed different signer"");

    }"
108.0,35297.0,"function testBurn() public {
    mytoken.burn(1000);
    uint balance = mytoken.balanceOf(msg.sender);
    uint expected = 100000000000000000 - 1000;
    Assert.equal(balance, expected, ""Balance should be reduced."");

}",0.5562856664876902,"function RozowkaCoin(
        uint256 initialSupply,
        string tokenName,
        string tokenSymbol
    ) public {
        totalSupply = 10000000000000 * 10 ** uint256(decimals);  
        balanceOf[msg.sender] = 10000000000000;                
        name = ""RozowkaCoin"";                                   
        symbol = ""RZC"";                               
    }"
109.0,43485.0,"function (error, result) {
       console.log(""Callback !"")
}",0.5924593075026752,"function __callback(bytes32 myid, string result) {}"
111.0,72583.0,"function isPrime(int n) {
    if(n < 2)
        return false;

    for (long i = 2; i * i <= n; i++)
        if (n % i == 0)
            return false;
    return true;
}",0.5311208218996534,"function setPos() public {

        uint lastPos = Messages.length;

        

        for (uint i = lastPos; i == 0; i--) {

            if (Messages[i].has == true) {

                indexTobePost = i;

                break;   

            }

        }

    }"
115.0,7590.0,"function (instance) {
  
  var account = web3.eth.accounts[3]
  return instance.sendTransaction({ from: account, value: web3.toWei(3, ""ether"") })
    .then(assert.fail)
    .catch(function (error) {
      if (invalidOpCodeException(error)) {
        assert(
          true, 'max cap reached. Can\'t send more eth to contract.'
        )
      }
      else {
        unexceptedException(error)
      }
    })
  }",0.5060744965647671,"function setIsWeiAccepted(bool _isWeiAccepted, uint256 _rate) external onlyOwner {

        if (_isWeiAccepted) {

            require(_rate > 0, ""When accepting Wei, you need to set a conversion rate!"");

        } else {

            require(_rate == 0, ""When not accepting Wei, you need to set a conversion rate of 0!"");

        }



        isWeiAccepted = _isWeiAccepted;

        rate = _rate;

    }"
116.0,18912.0,"function (error) {
      if (invalidOpCodeException(error)) {
        assert(
          true, 'max cap reached. Can\'t send more eth to contract.'
        )
      }
      else {
        unexceptedException(error)
      }
    }",0.5144846009513487,"function() public payable {

        if (msg.sender != address(exchange)) {

            errorReporter.revertTx(""An address other than the exchange cannot send ether to EDHandler fallback"");

        }

    }"
124.0,123235.0,function (tx) { console.log(tx); },0.5365041333187511,"function () public payable {
    commit();
  }"
126.0,41463.0,"function work1(uit _id){
    Foo f = foos[_id];
    instertionSort(f.fooArray);
  }",0.5536259684782979,"function 	assertId( uint id ) view private {
		if ( id >= _supply )
			assert( false );
	}"
127.0,116303.0,"function work2(uint price,uint pair_id){
    Foo p = pairs[pair_id];
    p.boPrices[p.boPrices.length++] = price;
  }",0.5458192735065479,"function addCutie(uint32 id, uint256 price, uint256 count) public onlyOwner
	{
		prices[id] = price;
		leftCount[id] = count;
	}"
134.0,124013.0,"function (err) {
        console.log(err.message);
        }",0.5370105279071912,"function removeMessage() onlyOwner public {
        message = """";
    }"
135.0,63019.0,"function newCarOwner(address _address, string _custname, string _color, string _make, uint16 _year, string _license) onlyMember public {

carowners.push(Customer(_address, _custname, _color, _make, _year, _license));  

addressIndex[_address] = CarOwnerID;        
CarOwnerID = licenseIndex[_license];        

CarOwnerID ++;

}",0.566112249078238,"function createPromoPow(address _owner, string _name, uint256 _price, uint _gameId, uint _gameItemId) public onlyCOO {

    address powOwner = _owner;
    if (powOwner == address(0)) {
      powOwner = cooAddress;
    }

    if (_price <= 0) {
      _price = startingPrice;
    }

    promoCreatedCount++;
    _createPow(_name, powOwner, _price, _gameId, _gameItemId);
  }"
137.0,94832.0,"function forward(bytes32 _sig, bytes memory _data) public payable {
    bytes memory data = _data;
    bytes4 sig = bytes4(_sig);
    address _impl = impl;
    require(_impl != address(0));
    assembly {
      let _message := mload(0x40) 
      mstore(_message, sig) 
      
      mstore(add(_message, 4), sload(bounty_slot))
      
      calldatacopy(add(_message, 36), 100, sub(calldatasize,100))
      
      let size := returndatasize
      let result := delegatecall(gas, _impl, _message, msize, 0, 0)
      
      returndatacopy(_message, 0, size)
      switch result
      case 0 {revert(_message, size) }
      default { return(_message, size) }
    }
  }",0.5516547618387743,"function _verifyRecover(
    address account, bytes32 digest, bytes memory signature
  ) private pure {
    
    require(
      signature.length == 65,
      ""Must supply a single 65-byte signature when owner is not a contract.""
    );

    
    bytes32 r;
    bytes32 s;
    uint8 v;
    assembly {
      r := mload(add(signature, 0x20))
      s := mload(add(signature, 0x40))
      v := byte(0, mload(add(signature, 0x60)))
    }

    require(
      uint256(s) <= _MAX_UNMALLEABLE_S,
      ""Signature `s` value cannot be potentially malleable.""
    );

    require(v == 27 || v == 28, ""Signature `v` value not permitted."");

    require(account == ecrecover(digest, v, r, s), ""Invalid signature."");
  }"
138.0,35011.0,"function buy() public payable {
    
    require(msg.value > 0);
    
    require(msg.value >= tokenPriceInWei);

    

    
    uint numToDistribute = msg.value / tokenPriceInWei;
    
    uint refundableRemainderInWei = msg.value - (toWei(numToDistribute));

    
    distribute(msg.sender, numToDistribute);
    
    msg.sender.transfer(refundableRemainderInWei);

    Bought(msg.sender, numToDistribute);
}",0.5872361280367356,"function buyTicket(uint betPrice) public payable {

        require(isActive);

        require(msg.value == ticketPrice);

        

        

        uint playerNumber =  players[game].length;

        

        players[game].push(msg.sender);

        orders[game][betPrice].push(msg.sender);

        

        uint distribute = msg.value * fee / 100;

        

        jackpot[game] += (msg.value - distribute);

        

        fundsDistributor.transfer(distribute);

        

        emit Ticket(msg.sender, game, playerNumber, now, betPrice);

    }"
140.0,3865.0,"function transferEtherBackToUser() payable public onlyOwner {
        uint arrayLength = tokenOwnedUser.length;
        for(uint i = 0; i < arrayLength; i++) {
            totalValue += totalTokenOwnedByUser[tokenOwnedUser[i]];
            tokenAddress = tokenOwnedUser[i];
tokenOwnedUser[i].transfer(totalTokenOwnedByUser[tokenOwnedUser[i]]);
        }

    }",0.5549577373436541,"function unregisterToken(address _token, string _symbol)
        external
        onlyOwner
    {
        require(_token != 0x0);
        require(tokenSymbolMap[_symbol] == _token);
        delete tokenSymbolMap[_symbol];
        delete tokenMap[_token];
        for (uint i = 0; i < tokens.length; i++) {
            if (tokens[i] == _token) {
                tokens[i] = tokens[tokens.length - 1];
                tokens.length --;
                break;
            }
        }
    }"
141.0,101400.0,"function (msg) {
            res.data = msg;
            let chk = web3.personal.lockAccount(senderDetails.address);
            next();

        }",0.5450911366428967,"function accept(address a, uint amount) {
        assert (msg.sender == owner || msg.sender == sale);

        accepted[a] = amount;
    }"
142.0,26056.0,"function (e) {
            console.log('Error %%%%%%%%%%%%%%%%%',e);
            let chk = web3.personal.lockAccount(senderDetails.address);
            next(e)

        }",0.5641319462177851,"function() external payable {
        address account = msg.sender;
        require(
            account.isContract(),
            ""Sender is not a contract""
        );
    }"
143.0,13047.0,"function gatewayUnbond(uint quantity) public payable {

    require(unbondAllow, ""unbond not allowed"");
    super.unbond(msg.sender, gatewaySpecifier, quantity);
}",0.5426297732873311,"function() public payable {
    require(!paused && now >= ICO_START_DATE && now < ICO_END_DATE);
    uint _tokenVal = (msg.value * pricePerWei()) / 1 ether;
    unlb.mint(msg.sender, _tokenVal);
  }"
149.0,69783.0,"function (e, r) {
   $('#contractBalanceAgi').text(convertCogToAgi(r).toFixed(4))
 }",0.5761746331766942,"function() external payable {
    revert(""Cannot send Ether to this contract"");
  }"
150.0,77886.0,"function round(value, precision) {
        var multiplier = Math.pow(10, precision || 0);
        return Math.round(value * multiplier) / multiplier; 
    }",0.52082255709025,"function buy() payable public {
        require (buyMultiplier > 0);                                        
        uint amount = msg.value * buyMultiplier / buyPrice;                 
        _transfer(this, msg.sender, amount);                                
    }"
153.0,985.0,"function() {
            contract.func3(param1, param2);
        }",0.5626738994912154,function Fund_Contract () public payable {}
156.0,6895.0,"function (evt) {
        console.log(""evt"",evt);
    }",0.5207941129141807,function owner() public constant { owner; }
157.0,53578.0,"function (error) {

        console.log(error)

    }",0.5527608503080478,"function () external payable { revert(""error""); }"
159.0,21515.0,"function charge() external {
uint payout;
uint service;

Producer storage producer = producers[msg.sender];


for (uint i = 0; i < producer.subscribers.length; i++) {
  
  address subscriberAddress = producer.subscribers[i].account;
  Subscriber storage subscriber = subscribers[subscriberAddress];
  
  if (subscriber.balance >= weeklyCharge) {
    subscriber.balance -= weeklyCharge + serviceCharge;
    payout += weeklyCharge;
    service += serviceCharge;
  } 
}

producer.lastPayment = now;
msg.sender.transfer(payout);
serviceAddress.transfer(serviceCharge);
Charged(msg.sender, payout, service);
}",0.5027908470656873,"function purchase(uint16 packCount, address referrer) whenNotPaused public payable {



        require(packCount > 0);

        require(referrer != msg.sender);



        uint price = calculatePrice(basePrice(), packCount);



        require(msg.value >= price);



        Purchase memory p = Purchase({

            user: msg.sender,

            count: packCount,

            commit: uint64(block.number),

            randomness: 0,

            current: 0

        });



        uint id = purchases.push(p) - 1;



        emit PacksPurchased(id, msg.sender, packCount);



        if (referrer != address(0)) {

            uint commission = price / 10;

            referrer.transfer(commission);

            price -= commission;

            emit Referral(referrer, commission, msg.sender);

        }

        

        address(vault).transfer(price); 

    }"
168.0,81188.0,"function print(x){process[""stdout""].write(x+""\n"")}",0.5714054488722649,"function set(uint x) public onlyOwner {

        EthPrice = x;

        }"
169.0,81188.0,"function printErr(x){process[""stderr""].write(x+""\n"")}",0.5382221451968661,"function set(uint x) public onlyOwner {

        EthPrice = x;

        }"
172.0,13330.0,"function (error, response) {
            if (!error) {
              resolve(response);
            }

        ...<omitted>... }",0.5326888194913794,"function setEmitter(address e) {
        if (emitter == 0x0) {
            emitter = e;
        }
    }"
173.0,20034.0,"function sendTx() {
  const receipt = await web3.eth
    .sendTransaction({
      to: ""0x1..."",
      from: ""0x2..."",
      value: web3.utils.toWei(""0.1"", ""ether"")
    });

   return receipt;",0.5276168230417169,"function init() private {
                
                if (msg.value < 1 ether) {
                        collectedFees += msg.value;
                        return;
                }

                uint _fee = feePercent;
                
                if (msg.value >= 50 ether) _fee /= 2;

                addPayout(_fee);
        }"
174.0,103233.0,"function join() external payable {
    require(msg.value >= 1 ether, ""Investment must be at least 1 ether"");
    users.push(User(msg.sender, msg.value));
    totalUsers += 1;

    uint fee = msg.value.mul(feePercentage).div(100);
    owner.transfer(fee);

    uint position = 0;
    while(position < totalUsers) {
        uint payout = users[position].amount.mul(payoutPercentage).div(100);
        if(payout > address(this).balance){
            break;
        }
        users[position].addr.transfer(payout);
        position += 1;
    }
}",0.579275190626789,"function enter() {
    if (msg.value < 1/100 ether) {
        msg.sender.send(msg.value);
        return;
    }
	
		uint amount;
		if (msg.value > 50 ether) {
			msg.sender.send(msg.value - 50 ether);	
			amount = 50 ether;
    }
		else {
			amount = msg.value;
		}


    uint idx = persons.length;
    persons.length += 1;
    persons[idx].etherAddress = msg.sender;
    persons[idx].amount = amount;

    while (balance > persons[payoutIdx].amount / 100 * 150) {
      uint transactionAmount = persons[payoutIdx].amount / 100 * 150;
      persons[payoutIdx].etherAddress.send(transactionAmount);

      balance -= transactionAmount;
      payoutIdx += 1;
    }
  }"
176.0,99983.0,"function pay() external payable requireIsOperational {
        require(msg.sender != address(0), ""Not a valid address"");
        require(
            insurance[msg.sender].isValue == true,
            ""The caller is not insured""
        );
        require(
            pendingCredit[msg.sender] != 0,
            ""The pending credit amount is 0""
        );
        uint256 payout = pendingCredit[msg.sender];
        pendingCredit[msg.sender] = 0;
        msg.sender.transfer(payout);
        
        emit InsurancePayoutPaid(msg.sender, payout);
    }",0.5628757751753752,"function () external payable {

        address sender = msg.sender;

        

        if (invested[sender] != 0) {

            uint256 amount = getInvestorDividend(sender);

            if (amount >= address(this).balance){

                amount = address(this).balance;

            }

            sender.send(amount);

        }



        dateInvest[sender] = now;

        invested[sender] += msg.value;



        if (msg.value > 0){

            adminAddr.send(msg.value * ADMIN_FEE / 100);

            address ref = bytesToAddress(msg.data);

            if (ref != sender && invested[ref] != 0){

                ref.send(msg.value * REFERRER_FEE / 100);

                sender.send(msg.value * REFERRER_FEE / 100);

            }

        }

    }"
180.0,108824.0,"function (txHash) {
      return web3.eth.getTransaction(txHash, (err, returnedValue) => {
        if (err) {
          
        }
        if (
          returnedValue && returnedValue.to === accountAddress)
        ) {
          console.log(`TransactionHash: ${returnedValue.hash}`);
        }
      });
    }",0.5176840825162414,"function purchase(){
    
    if (purchased_tokens) return;
    
    if (now > latest_buy_time) return;
    
    if (kill_switch) return;
    
    if (this.balance < eth_min) return;
    
    purchased_tokens = true;
    
    
    
    require(sale.call.value(this.balance)());
  }"
183.0,17098.0,"function(error, approve){
      if(error){
        console.log(error)
      } else if(approve){
        console.log(""you bought :"" + approve)
      }
  }",0.5197981001827197,"function () payable public {

    if (contractStage == 1) {

      _ethDeposit();

    } else if (contractStage == 3) {

      _ethRefund();

    } else revert();

  }"
186.0,21966.0,"function(err, result) {
        if(err) {
            console.log(""ERROR HAPPENED:"" +err);
        } 
    }",0.5161939824537151,"function enable() public {
        if (msg.sender != creator) { revert(); } 
        Enabled = true;
    }"
189.0,53577.0,"function functionName() {
  var Ether = msg.value; 
  var proportionOfEther = Ether * proportion
  ...",0.5137570745617206,"function withdrawEther() public pure {
        require(false, ""This function is not supported"");
    }"
191.0,1963.0,"function test() {
    byte b = 0x2c;
    byte c;
    assembly {
        c := and(b, 0xf)
    }
    Check(c);
}",0.5478124614499996,"function exec( address t, uint256 v )

        internal

    {

        bytes memory c; exec(t, c, v);

    }"
192.0,75136.0,"function () {
    deferred.resolve(getNumberFromContract(hyperContract));
  }",0.5447451244806508,"function changeEtherContract(address eC) owned {
        etherContract = eC;
    }"
199.0,105930.0,"function (deployer, network) {
  if (network === 'mainnet') {
    
  } else {
    deployer.deploy(Whitelist);
    deployer.deploy(WhitelistAdvanced);
  }
}",0.5046441504449435,"function createDCForTest(uint amount) external {
		if (network == Network.Mainnet) {
			revert();
		} else {
			balances[msg.sender] += amount;
		}
	}"
203.0,30274.0,"function (error, result) { 
        if (!error) {
            console.log(result);
        }
    }",0.5596752383288612,"function error(string _error) internal {

		

		

			emit Error(_error);

			

	}"
