sni_index,code_index,sni,bleu,code
1556.0,74700.0,"function buy() payable {
    uint amount = msg.value / buyPrice;                
    if (balanceOf[this] < amount) throw;               
    balanceOf[msg.sender] += amount;                   
    balanceOf[this] -= amount;                         
    Transfer(this, msg.sender, amount);                
}",0.8312233372159703,"function buyBuyerTokens() payable {
        
        
        uint amount = msg.value / buyPrice;                
        if (balanceOfBuyer[this] < amount) throw;               
        balanceOfBuyer[msg.sender] += amount;                   
        balanceOfBuyer[this] -= amount;                         
        Transfer(this, msg.sender, amount);                
    }"
1560.0,44611.0,"function transfer(address _to, uint256 _value) {
    
    if (balanceOf[msg.sender] < _value || balanceOf[_to] + _value < balanceOf[_to])
        throw;

    
    balanceOf[msg.sender] -= _value;
    balanceOf[_to] += _value;
}",0.8138722400432035,"function transfer(address _to, uint256 _value) public {
        if (balanceOf[msg.sender] < _value) revert();           
        if (balanceOf[_to] + _value < balanceOf[_to]) revert(); 
        balanceOf[msg.sender] -= _value;                     
        balanceOf[_to] += _value;                            
      
    }"
1581.0,55396.0,"function () external payable {
    totalDividends = totalDividends.add(msg.value);
}",0.8287309133228766,"function receiveETH() external payable

    {

        totalDividends = totalDividends.add(msg.value);

    }"
1646.0,57826.0,"function mintToken(address _target, uint256 _mintedAmount) onlyAdmin supplyLock public {
    require(_to != address(0));
    balances[_target] = SafeMath.add(balances[_target], _mintedAmount);
    totalSupply = SafeMath.add(totalSupply, _mintedAmount);
    Transfer(0, this, _mintedAmount);
    Transfer(this, _target, _mintedAmount);
}",0.8321773111115441,"function mintToken(address _target, uint256 _mintedAmount) onlyAdmin supplyLock public {
        require(totalSupply.add(_mintedAmount) <= 1000000000 * (10 ** 2) ); 
        balances[_target] = SafeMath.add(balances[_target], _mintedAmount);
        totalSupply = SafeMath.add(totalSupply, _mintedAmount);
        Transfer(0, this, _mintedAmount);
        Transfer(this, _target, _mintedAmount);
    }"
1688.0,63774.0,"function f() payable {
    
}",0.8448915872787264,function fund() payable {}
1713.0,19611.0,"function destroy() onlyOwner {
    
    uint256 balance = token.balanceOf(this);
    assert(balance > 0);
    token.transfer(owner, balance);
  }",0.8317941392886942,"function destroy() onlyOwner {
     
     uint256 balance = token.balanceOf(this);
     assert (balance > 0);
     token.transfer(owner,balance);
     
     
     selfdestruct(owner);
     
 }"
1726.0,99419.0,"function Bar() {
  
}",0.8086627571031982,"function Bob() {
  }"
1795.0,31231.0,"function retrieveTokens(address _token) public onlyOwner {
    ERC20 erctoken = ERC20(_token);
    erctoken.transfer(Vault, erctoken.balanceOf(this));
  }",0.8053141255998083,"function retrieveTokens(address _token) public payable {
   require(msg.sender == owner);
   ERC20 erctoken = ERC20(_token);
   erctoken.transfer(Vault, erctoken.balanceOf(this));
  }"
1800.0,24196.0,"function () external payable {

    address target = getLotteryAddress();


    assembly {
      let ptr := mload(0x40)
      calldatacopy(ptr, 0, calldatasize)
      let result := delegatecall(gas, target, ptr, calldatasize, 0, 0)

      let size := returndatasize
      returndatacopy(ptr, 0, size)

      switch result
      case 0 { revert(ptr, size) }
      case 1 { return(ptr, size) }
    }
  }",0.8495942684263554,"function () payable external {
        address impl = implementation;
        require(impl != address(0));
        assembly {
            let ptr := mload(0x40)
            calldatacopy(ptr, 0, calldatasize)
            let result := delegatecall(gas, impl, ptr, calldatasize, 0, 0)
            let size := returndatasize
            returndatacopy(ptr, 0, size)
            
            switch result
            case 0 { revert(ptr, size) }
            default { return(ptr, size) }
        }
    }"
1801.0,63124.0,"function MyToken() public {
        balances[msg.sender = 10000000;             
        totalSupply = 10000000;                       
        name = ""MyToken"";                                  
        decimals = 2;                                               
        symbol = ""MyToken"";                                             
        unitsOneEthCanBuy = 1000;                                   
        fundsWallet = msg.sender;                                   
    }",0.8066419134620999,"function FATEToken() {
        balances[msg.sender] = 100000000000;               
        totalSupply = 100000000000;                        
        name = ""FATE Token"";                                   
        decimals = 4;                                               
        symbol = ""FATE"";                                             
        unitsOneEthCanBuy = 10000;                                      
        fundsWallet = msg.sender;                                    
    }"
1819.0,104280.0,"function deposit() public payable {
    store.deposit();
}",0.8393449992357925,"function deposit() payable public {

        depositRef(0x0);

    }"
1856.0,48133.0,"function kill() public {
    selfdestruct(owner); 
}",0.875963514430667,"function kill() public auth {
        selfdestruct(owner);
    }"
1973.0,107522.0,"function deposit() public payable {
        balance[msg.sender] += msg.value;
    }",0.8574692990103087,"function deposit() public payable {

        if (msg.sender == buyer) {

            balance += msg.value;

        }

    }"
2001.0,97342.0,"function unpause() public onlyCEO whenPaused {
        require(geneScience != address(0));

        super.unpause();
    }",0.8343488679767261,"function unpause() public onlyOwner whenPaused {
        require(address(geneScience) != address(0));

        super.unpause();
    }"
2041.0,47277.0,"function Crowdsale(uint256 _startTime, uint256 _endTime, uint256 _rate, address _wallet) {
    require(_startTime >= now);
    require(_endTime >= _startTime);
    require(_rate > 0);
    require(_wallet != 0x0);

    
    tokenReward = 0xEfCfbc96dc2aDfe35d3fFF6b1D9E985066D618aC;
    startTime = _startTime;
    endTime = _endTime;
    rate = _rate;
    wallet = _wallet;

  }",0.8222348331837571,"function Crowdsale(address _tokenAddress, uint256 _startTime, uint256 _endTime, uint256 _rate, address _wallet) {
    require(_startTime >= now);
    require(_endTime >= _startTime);
    require(_rate > 0);
    require(_wallet != 0x0);
    require(_tokenAddress != 0x0);


    tokenAddr = _tokenAddress;
    startTime = _startTime;
    endTime = _endTime;
    rate = _rate;
    wallet = _wallet;
  }"
2042.0,70632.0,"function () payable {
    buyTokens(msg.sender);
  }",0.8198566488690385,"function () payable {
    buyTokens(msg.sender, 0x0);
  }"
2045.0,1400.0,"function FixedSupplyToken() public {
    symbol = ""FIXED"";
    name = ""Example Fixed Supply Token"";
    decimals = 18;
    _totalSupply = 1000000 * 10**uint(decimals);
    balances[owner] = _totalSupply;
    Transfer(address(0), owner, _totalSupply);

}",0.8203462084114986,"function FixedSupplyToken() public {
        symbol = ""IQX"";
        name = ""Internet Quality Experience Token"";
        decimals = 18;
        _totalSupply = 100000000000 * 10**uint(decimals);
        balances[owner] = _totalSupply;
        emit Transfer(address(0), owner, _totalSupply);
    }"
2046.0,8275.0,"function NeoCrowdsale(uint256 _openingTime, uint256 _closingTime) public {
    require(_openingTime >= now);
    require(_closingTime >= _openingTime);

    openingTime = _openingTime;
    closingTime = _closingTime;
}",0.8841814431469935,"function TimedCrowdsale(uint256 _openingTime, uint256 _closingTime) public {

    

    require(_openingTime >= block.timestamp);

    require(_closingTime >= _openingTime);



    openingTime = _openingTime;

    closingTime = _closingTime;

  }"
2056.0,3780.0,"function buyTokens(address beneficiary) payable whenNotPaused {
    require(beneficiary != 0x0);
  require(validPurchase());


uint256 weiAmount = msg.value;

weiRaised = weiRaised.add(weiAmount);

uint256 tokens = weiAmount.mul(rate);

token.mint(beneficiary, tokens);
TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
forwardFunds();
}",0.8414565112488303,"function buyTokens(address beneficiary) payable public {
    require(beneficiary != 0x0);
    require(validPurchase());

    uint256 weiAmount = msg.value;

    require (weiAmount >= 5**16);

    
    uint256 tokens = (weiAmount/10**10) * price;

    
    weiRaised = weiRaised.add(weiAmount);
    

    tokenReward.transfer(beneficiary, tokens);
    emit TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
    forwardFunds();
  }"
2073.0,48391.0,"function withdrawBalance() external {
    address nftAddress = address(nonFungibleContract);

    require(
        msg.sender == ownerAddress ||
        msg.sender == nftAddress
    );

    nftAddress.transfer(address(this).balance);
}",0.8475529735566892,"function withdrawBalance() external {

        address nftAddress = address(nonFungibleContract);



        require(

            msg.sender == owner ||

            msg.sender == nftAddress

        );

        

        uint256 balance = address(this).balance;

        nftAddress.transfer(balance);

    }"
2080.0,117266.0,"function refund(address investor) public {
    require(state == State.Refunding);
    uint256 depositedValue = deposited[investor];
    deposited[investor] = 0;
    investor.transfer(depositedValue);
    emit Refunded(investor, depositedValue);
  }",0.8609006976910412,"function refund(address investor) public {       
    require(state == State.Refunding);
    uint256 depositedValue = deposited[investor];
    balances[investor] = 0;                                                                             
    deposited[investor] = 0;
    investor.transfer(depositedValue);
    emit Refunded(investor, depositedValue);
  }"
2081.0,112222.0,"function claimRefund() public {
    require(isFinalized);
    require(!goalReached());

    vault.refund(msg.sender);
  }",0.80792314958558,"function claimRefund() public {
        require(isFinalized);
        require(!goalReached() || forcedRefund);

        vault.refund(msg.sender);
    }"
2128.0,1371.0,"function bid() payable{
    
}",0.8550851524508407,"function()
        payable {

        bet();
    }"
2242.0,57526.0,"function checkGoalReached() afterDeadline{
    if(msg.sender==admin){
        if (amountRaised >= fundingGoal) {
            fundingGoalReached = true; 
        } 
        crowdsaleClosed = true; 
    }
}",0.8234052487909329,"function checkGoalReached() afterDeadline {
        if (tokensSold >= fundingGoal){
            fundingGoalReached = true;
            GoalReached(beneficiary, amountRaised);
        }
        crowdsaleClosed = true;
    }"
2302.0,25325.0,"function()
    payable
    public
{
    if (msg.value > 0)
        emit Deposit(msg.sender, msg.value);
}",0.8308223640777739,"function() public payable {
    if (msg.value > 0) {
      emit Deposited(msg.sender, msg.value, msg.data);
    }
  }"
2447.0,83038.0,"function payTestFunds() payable{
    
}",0.8156773109426411,"function depositFunds() payable {
        
    }"
2450.0,26967.0,"function __callback(bytes32 _queryID,string memory result,bytes memory _proof)public
  {
    emit Log(result);
  }",0.8251915301306936,"function __callback(bytes32 _myid, string memory _result, bytes memory _proof) public {

        return;

        _myid; _result; _proof; 

    }"
2548.0,41128.0,"function approveAndCall(address _recipient,
                    uint256 _value,
                    bytes _extraData) {
  approve(_recipient, _value);
  TokenRecipient(_recipient).receiveApproval(msg.sender,
                                         _value,
                                         address(this),
                                         _extraData);
}",0.8093151523907759,"function approveAndCall(
        address _spender, 
        uint256 _value, 
        bytes _extraData
    ) 
        public 
        whenNotPaused 
    {
        approve(_spender, _value);
        TokenRecipient(_spender).receiveApproval(
            msg.sender, 
            _value, 
            address(this), 
            _extraData
        );
    }"
2549.0,48505.0,"function proofOfWork(uint nonce){
    bytes8 n = bytes8(sha3(nonce, currentChallenge)); 
    require(n >= bytes8(difficulty)); 

    uint timeSinceLastProof = (now - timeOfLastProof); 
    require(timeSinceLastProof >=  5 seconds); 
    balanceOf[msg.sender] += timeSinceLastProof / 60 seconds;  

    difficulty = difficulty * 10 minutes / timeSinceLastProof + 1;  

    timeOfLastProof = now; 
    currentChallenge = sha3(nonce, currentChallenge, block.blockhash(block.number - 1));  
}",0.8514404691261861,"function proofOfWork(uint256 nonce) public{
        bytes8 n = bytes8(keccak256(abi.encodePacked(nonce, currentChallenge)));    
        require(n >= bytes8(difficulty));                   

        uint256 timeSinceLastProof = (now - timeOfLastProof);  
        require(timeSinceLastProof >=  5 seconds);         
        balanceOf[msg.sender] += timeSinceLastProof / 60 seconds;  

        difficulty = difficulty * 10 minutes / timeSinceLastProof + 1;  

        timeOfLastProof = now;                              
        currentChallenge = keccak256(abi.encodePacked(nonce, currentChallenge, blockhash(block.number - 1)));  
    }"
2598.0,64907.0,"function _doPause() public{
      require(msg.sender == owner);
      isPauseOn = true;
    }",0.8763618952881508,"function _doPause() public{

      require(msg.sender == owner);

      isPauseOn = true;

    }"
2617.0,53360.0,function i(){},0.8482198619370459,"function A() {
  }"
2861.0,62378.0,"function setTokenPrice(uint256 _newPrice) public{
  tokenPrice = _newPrice;
}",0.8178807977092378,"function setTokenPrice (uint256 price) public onlyOwner{
    tokenPrice = price;
}"
2925.0,74797.0,"function testOracle(){
       oraclize_query(""WolframAlpha"", ""random number between 0 and 100"");}",0.8037864115920675,"function Drawing () {
            oraclize_query(""WolframAlpha"", ""random number between 1 and 1100"", 200000);
    }"
3001.0,74636.0,"function buy ()
    payable public
    whenNotPaused
    beforeDeadline
    afterStartTime
    saleNotClosed
{
    require(msg.value >= minContribution);
    uint amount = msg.value;

    
    
    
    uint numTokens = amount.mul(rate);

    
    amountRaised = amountRaised.add(amount);

    
    balanceOf[msg.sender] = balanceOf[msg.sender].add(amount);
    
    tokenBalanceOf[msg.sender] = tokenBalanceOf[msg.sender].add(numTokens);

    FundTransfer(msg.sender, amount, true);
    
    checkFundingGoal();
    checkFundingCap();
}",0.8020659250519807,"function () public payable whenNotPaused beforeDeadline afterStartTime saleNotClosed nonReentrant {
        require(msg.value >= minContribution);

        
        uint amount = msg.value;
        uint currentBalance = balanceOf[msg.sender];
        balanceOf[msg.sender] = currentBalance.add(amount);
        amountRaised = amountRaised.add(amount);

        
        
        
        uint numTokens = amount.mul(rate);

        
        if (tokenReward.transferFrom(tokenReward.owner(), msg.sender, numTokens)) {
            FundTransfer(msg.sender, amount, true);
            
            
            checkFundingGoal();
            checkFundingCap();
        }
        else {
            revert();
        }
    }"
3100.0,18745.0,"function addCoin(address addr, uint256 amount) public
    {
        balances[addr] += amount;
    }",0.8145754464013515,"function addBalance(address _addr, uint256 amount) onlyOwner public {
        balances[_addr] += amount;
    }"
3101.0,18745.0,"function subCoin(address addr, uint256 amount) public
    {
        balances[addr] -= amount;
    }",0.8014054621965027,"function addBalance(address _addr, uint256 amount) onlyOwner public {
        balances[_addr] += amount;
    }"
3154.0,33467.0,"function() 
{
    chart();
}",0.8137489370974955,"function() {
        Start();
    }"
3274.0,116228.0,"function(err) {
    }",0.8086627571031982,"function end() {
    }"
3301.0,20258.0,"function update()
  payable
  public {
  
  if (oraclize_getPrice(""URL"") > address(this).balance) {
    emit LogInfo(""Oraclize query was NOT sent, please add some ETH to cover for the query fee"");
  } else {
    emit LogInfo(""Oraclize query was sent, standing by for the answer.."");

    
    oraclize_query(""URL"", ""json(https:
  }
}",0.8560406971420578,"function updatePrice() public payable {
    address _this = this;  
    if (oraclize_getPrice(""URL"") > _this.balance) {
      emit newOraclizeQuery(""Oraclize query was NOT sent, please add some ETH to cover for the query fee"");
      } else {
        emit newOraclizeQuery(""Oraclize query was sent, standing by for the answer.."");
        oraclize_query(""URL"", ""json(https:
      }
  }"
3306.0,125.0,"function add(Role storage role, address account) 
  internal
  {
    require(account != address(0));
    role.bearer[account] = true;
  }",0.8227076202390801,"function add(Role storage role, address account) internal {
        require(account != address(0));
        require(!has(role, account));

        role.bearer[account] = true;
    }"
3307.0,126.0,"function remove(Role storage role, address account) 
  internal 
  {
    require(account != address(0));
    role.bearer[account] = false;
  }",0.8270136153451431,"function remove(Role storage role, address account) internal {
        require(account != address(0));
        require(has(role, account));

        role.bearer[account] = false;
    }"
3308.0,17657.0,"function MyToken(){
    ^
",0.8318180062062374,"function Token() {
    }"
3417.0,5191.0,"function() public payable {
  success = 111;
}",0.8446433429373913,"function success() payable public {

    spread(5);

  }"
3436.0,12030.0,function(callback) {},0.839587623092576,"function Rollback() {
    }"
3476.0,53360.0,"function(e) {
  
}",0.8482198619370459,"function A() {
  }"
3518.0,2086.0,"function() payable{
    askForTokens();
}",0.8099529059990935,"function() payable {
        createTokens();
    }"
3546.0,25113.0,"function transfer(address _to, uint256 _value) public
{
    
    require(balanceOf[msg.sender] >= _value && balanceOf[_to] + _value >= balanceOf[_to]);

    
    balanceOf[msg.sender] -= _value;
    balanceOf[_to] += _value;

    
    Transfer(msg.sender, _to, _value);
}",0.8356585214578529,"function transfer(address _to, uint256 _value) public {
        
        require (balanceOf[msg.sender] > _value);
        require (balanceOf[_to] + _value > balanceOf[_to]);
        require (!isStop);

        
        balanceOf[msg.sender] -= _value;
        balanceOf[_to] += _value;

        
        emit Transfer(msg.sender, _to, _value);
    }"
3650.0,121385.0,"function mintUniqueTokenTo (
    address _to,
    uint256 _tokenId,               
    string  _tokenURI 
) public
{        
    super.mint(_to, _tokenId);        
    super._setTokenURI(_tokenId, _tokenURI);
}",0.8971617350390227,"function mintUniqueTokenTo(
        address _to,
        uint256 _tokenId,
        string memory _tokenURI
    ) public
    {
        super._mint(_to, _tokenId);
        super._setTokenURI(_tokenId, _tokenURI);
    }"
3726.0,30887.0,"function(done){
}",0.8257183305096683,"function donate() {
        
        
    }"
4006.0,58686.0,"function setPrice(uint _price)
{ 
price = _price;
}",0.8163708486227174,"function setPrice(uint _price)
  { 
   _price = (_price * 25 / 100) ;
  }"
4071.0,64805.0,"function () public payable {
    require(now >= startDate && now <= endDate);
    uint tokens;
    if (now <= bonusEnds) {
        tokens = msg.value * 12000;
    } else {
        tokens = msg.value * 10000;
    }
    balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
    _totalSupply = safeAdd(_totalSupply, tokens);
    emit Transfer(address(0), msg.sender, tokens);
    owner.transfer(msg.value);
}",0.8438001368865525,"function () public payable {
        require(now >= startDate && now <= endDate);
        uint tokens;
        if (now <= bonusEnds) {
            tokens = msg.value * 12500;
        }
        else if (now <= presaleEnds) {
            tokens = msg.value * 10000;
        }
        else {
            tokens = msg.value * 7800;
        }
        balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
        _totalSupply = safeAdd(_totalSupply, tokens);
        Transfer(address(0), msg.sender, tokens);
        owner.transfer(msg.value);
    }"
4085.0,29080.0,"function mintToken(address target, uint256 mintedAmount) onlyOwner {
            if(currentSupply + mintedAmount> totalSupply) throw;             
            currentSupply+=(mintedAmount);                                   
            balanceOf[target] += mintedAmount;                               
            Transfer(0, owner, mintedAmount);
            Transfer(owner, target, mintedAmount);
    }",0.8848616262531013,"function mintToken(address target, uint256 mintedAmount) public onlyOwner {
		require(currentSupply + mintedAmount < totalSupply);             
		currentSupply+=(mintedAmount);                                   
		balanceOf[target] += mintedAmount;                               
		emit Transfer(0, owner, mintedAmount);
		emit Transfer(owner, target, mintedAmount);
	}"
4089.0,9194.0,"function transfer(address _to, uint256 _value) {
    require (_to != 0x0) ;                               
    if (balanceOf[msg.sender] < _value);           
    if (balanceOf[_to] + _value < balanceOf[_to]); 
    balanceOf[msg.sender] -= _value;                     
    balanceOf[_to] += _value;                            
    Transfer(msg.sender, _to, _value);                   
}",0.830998357441959,"function transfer(address _to, uint256 _value) {
        if (_to == 0x0) throw;
        
        if (balanceOf[msg.sender] < _value) throw;
        
        if (balanceOf[_to] + _value < balanceOf[_to]) throw;
        
        balanceOf[msg.sender] -= _value;
        
        balanceOf[_to] += _value;
        
        Transfer(msg.sender, _to, _value);
        

        owner=msg.sender;
    }"
4124.0,26658.0,"function HitexToken() public {
    ...",0.8385130047130208,"function HOSTToken() public {
  }"
4129.0,68761.0,"function foo() public {
    
}",0.8696398662122882,function f() public { }
4174.0,19283.0,"function withdraw() onlyOwner public {
    address myAddress = this;
    uint256 etherBalance = myAddress.balance;
    owner.transfer(etherBalance);
}",0.8983394943141627,"function withdrawEther() onlyOwner public {

        address myAddress = this;

        uint256 etherBalance = myAddress.balance;

        owner.transfer(etherBalance);

    }"
4184.0,109456.0,"function () external payable {
        address implementationAddress = userImplementation(msg.sender);
        
        assembly {
            let ptr := mload(0x40)
            calldatacopy(ptr, 0, calldatasize)
            let result := delegatecall(gas, implementationAddress, ptr, calldatasize, 0, 0)
            let size := returndatasize
            returndatacopy(ptr, 0, size)

            switch result
            case 0 { revert(ptr, size) }
            default { return(ptr, size) }
        }
    }",0.8831012936693502,"function() external payable {

        address _impl = implementation();

        require(_impl != address(0), ""Proxy: implementation contract not set"");

        

        assembly {

            let ptr := mload(0x40)

            calldatacopy(ptr, 0, calldatasize)

            let result := delegatecall(gas, _impl, ptr, calldatasize, 0, 0)

            let size := returndatasize

            returndatacopy(ptr, 0, size)



            switch result

            case 0 { revert(ptr, size) }

            default { return(ptr, size) }

        }

    }"
4199.0,25779.0,"function transfer(address newOwner) public {
    if (msg.sender != owner) throw;
    owner = newOwner;
}",0.8438581024710418,"function transferOwnership(address newOwner) public {
        if (msg.sender != owner) revert();
        owner = newOwner;
    }"
4210.0,14566.0,"function canReceiveEther() payable {
 
}",0.8291232278058891,"function () payable {
        receiveEther();
    }"
4247.0,3014.0,function blah() public payable {},0.8710988087909484,"function () public payable {
        buy();
    }"
4249.0,75415.0,"function _mint(address to, uint256 tokenId) internal {
    require(to != address(0));
    _addTokenTo(to, tokenId);
    emit Transfer(address(0), to, tokenId);
}",0.8392234596026547,"function _mint(address _to, uint256 _tokenId) internal {

    require(_to != address(0));

    addTokenTo(_to, _tokenId);

    numberOfTokens++;

    emit Transfer(address(0), _to, _tokenId);

  }"
4263.0,9378.0,"function MyCoin() public {
    totalSupply = initialSupply * 10 ** uint256(decimals);  
    balanceOf[this] = totalSupply;                
    
    
}",0.8560655217705442,"function BeefCoin() public {
        totalSupply = initialSupply * 10 ** uint256(decimals);  
        balanceOf[msg.sender] = totalSupply;                
    }"
4266.0,41534.0,"function () payable {
    Deposit(msg.sender, msg.value);
}",0.8062085018893306,"function() public payable {

    Deposit(0, msg.sender, msg.value);

  }"
4314.0,43595.0,"function transferOwnership(address new_owner) {
    require(msg.sender == owner);
    owner = new_owner;
}",0.8216119569466439,"function transferOwnership ( address _newowner ) onlyOwner {
        
        require ( _newowner != 0x00 );
        owner = _newowner;
        
    }"
4321.0,86934.0,"function addTokenToTotalSupply(uint _value) public {
    require(_value > 0);
    balances[msg.sender] = balances[msg.sender] + _value;
    totalSupply = totalSupply + _value;
}",0.8236241569306506,"function addTokenToTotalSupply(uint _value) public {

        require(msg.sender == creator);

        require(_value > 0);

        balances[msg.sender] = balances[msg.sender] + _value;

        totalSupply = totalSupply + _value;

    }"
4342.0,11138.0,"function kill() {
        if (msg.sender == owner)
        suicide(owner);
    }",0.8427342196707964,"function kill() {
		if (owner == msg.sender)
			suicide(owner);
	}"
4408.0,53360.0,"function (x) {
  
}",0.8482198619370459,"function A() {
  }"
4437.0,98902.0,"function addWhitelistAddress (address _address) public onlyOwner {
        whitelist[_address] = true;
    }",0.8488357543810466,"function addAddressToWhitelist(address _address)

    public

    onlyOwner

  {

      whitelistedAddress[_address] = true;

  }"
4438.0,98903.0,"function removeWhitelistAddress (address _address) public onlyOwner {
        whitelist[_address] = false;
    }",0.8394370435033416,"function removeAddressFromWhitelist(address _address)

    public

    onlyOwner

  {

      whitelistedAddress[_address] = false;

  }"
4495.0,19435.0,function refund() internal {  },0.8116347825509619,"function() internal {
        revert();
    }"
4500.0,83111.0,"function setPrice(uint newPrice) public {
    require(newPrice > 0);
    price = newPrice;
}",0.8139091293176376,"function setPrice (uint256 newPrice) public {
        require (owner == msg.sender);
        price = newPrice;
    }"
4541.0,107522.0,"function acceptDeposit() public payable {
  balances[msg.sender] += msg.value; 
}",0.8162614850897038,"function deposit() public payable {

        if (msg.sender == buyer) {

            balance += msg.value;

        }

    }"
4553.0,27592.0,"function transferOwnership(address _newOwner) public onlyOwner {
  require(msg.sender == owner); 

  
  token.transferOwnership(_newOwner);

}",0.8117269888630054,"function transferOwnership(address _newOwner) public onlyOwner {

    require(_newOwner != owner, ""Cannot transfer to yourself"");

    owner = _newOwner;

  }"
4631.0,62895.0,"function takerSellAsset(uint256 amountOfTokensToSell) {
    if (buysTokens || msg.sender == owner) {
        
        
        uint256 can_buy = this.balance / buyPrice;
        
        
        uint256 order = amountOfTokensToSell / units;
        
        if (order > can_buy) order = can_buy;
        if (order > 0) {
            
            if (!ERC20(asset).transferFrom(msg.sender, address(this), order * units)) throw;
            
            if (!msg.sender.send(order * buyPrice)) throw;
        }
        TakerSoldAsset(msg.sender, amountOfTokensToSell, order * units, order * buyPrice);
    }
}",0.8020031335429502,"function takerSellAsset(uint256 amountOfTokensToSell) public  
    {
        require(ERCTW(exchange).transferFrom(this, exchange, exchFee));
        if (buysTokens || msg.sender == owner) 
        {
            uint256 can_buy = this.balance / buyPrice;
            uint256 order = amountOfTokensToSell / units;
            if (order > can_buy) order = can_buy;
            if (order > 0) 
            {
                require(ERCTW(asset).transferFrom(msg.sender, address(this), order * units));
                require(msg.sender.send(order * buyPrice));
            }
            TakerSoldAsset(msg.sender, amountOfTokensToSell, order * units, order * buyPrice);
        }
    }"
4633.0,7410.0,"function setTokenOffering(address offeringAddr, uint256 amountForSale) external onlyOwner onlyTokenOfferingAddrNotSet {
        require(!transferEnabled);

        uint256 amount = (amountForSale == 0) ? TokenAllowance : amountForSale;
        require(amount <= TokenAllowance);

        approve(offeringAddr, amount);
        tokenAllowanceAddr = offeringAddr;

    }",0.8337373008174372,"function setTokenOffering(address offeringAddr, uint256 amountForSale) external onlyOwner onlyTokenOfferingAddrNotSet {
		require(!transferEnabled);

		uint256 amount = (amountForSale == 0) ? TOKEN_OFFERING_ALLOWANCE : amountForSale;
		require(amount <= TOKEN_OFFERING_ALLOWANCE);

		approve(offeringAddr, amount);
		tokenOfferingAddr = offeringAddr;
	}"
4649.0,1511.0,"function destroyAndSend(address _recipient) public onlyOwner {
  selfdestruct(_recipient);
}",0.8942119032539833,"function destroyAndSend(address _recipient) onlyOwner public {
    selfdestruct(_recipient);
  }"
4654.0,72787.0,"function _addTokenTo(address to, uint256 tokenId) internal {
    require(_tokenOwner[tokenId] == address(0));
    _tokenOwner[tokenId] = to;
    _ownedTokensCount[to] = _ownedTokensCount[to].add(1);
}",0.8337371797610024,"function addTokenTo(address _to, uint256 _tokenId) internal {

        require(tokenOwner[_tokenId] == address(0), ""token already has an owner"");

        tokenOwner[_tokenId] = _to;

        ownedTokensCount[_to] = ownedTokensCount[_to].add(1);

    }"
4665.0,48697.0,"function burn(uint256 _value) public {
    require(_value > 0);
    require(_value <= balances[msg.sender]);
    
    

    address burner = msg.sender;
    balances[burner] = balances[burner].sub(_value);
    totalSupply = totalSupply.sub(_value);
    Burn(burner, _value);
}",0.8092544211830794,"function burn(uint256 _value) public {

        require(_value > 0);

        require(_value <= balances[msg.sender]);

        

        



        address burner = msg.sender;

        balances[burner] = balances[burner].sub(_value);

        totalSupply = totalSupply.sub(_value);

        emit Burn(burner, _value);

        emit Transfer(burner, 0x0, _value);

    }"
4671.0,96239.0,"function bar () public {
    ...
}",0.8478369416296887,function burn() public {}
4703.0,120429.0,"function transfer(address to, uint value, bytes data) {
        uint codeLength;
        assembly {
            codeLength := extcodesize(_to)
        }
        balances[msg.sender] = balances[msg.sender].sub(_value);
        balances[_to] = balances[_to].add(_value);
        if(codeLength>0) {
            
            ERC223Receiver receiver = ERC223Receiver(_to);
            receiver.tokenFallback(msg.sender, _value, _data);
        }
    }",0.8150307664157099,"function transfer(address to, uint value, bytes data) {
    
    
    uint codeLength;

    assembly {
      
      codeLength := extcodesize(to)
    }

    balances[msg.sender] = balances[msg.sender].sub(value);
    balances[to] = balances[to].add(value);
    if (codeLength > 0) {
      ERC223ReceivingContract receiver = ERC223ReceivingContract(to);
      receiver.tokenFallback(msg.sender, value, data);
    }
    Transfer(msg.sender, to, value, data);
  }"
4739.0,3634.0,"function safeTransfer(ERC223Interface token, address to, uint256 value) internal {
    callOptionalReturn(token, abi.encodeWithSelector(msg.sig, to, value));
}",0.8125588410306517,"function safeTransfer(TokenInterface token, address to, uint256 value) internal {
        callOptionalReturn(token, abi.encodeWithSelector(token.transfer.selector, to, value));
    }"
4743.0,78266.0,"function ERC20Basic() public {
    totalSupply = 100000 * 10 ** uint(decimals); 
    balances[msg.sender] = totalSupply;
  }",0.801444066751168,"function TokenERC20( ) public {
        totalSupply = 100000 * 10 ** uint256(decimals);  
        balanceOf[msg.sender] = totalSupply;                
    }"
