sni,bleu,code,check,wonder
"contract Owned {
    address public owner;

    constructor() public { 
        owner = tx.origin;
    }

    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }

    function isDeployed() public pure returns(bool) {
        return true;
    }
}",0.80856628,"contract Ownable {
    address public owner;

    constructor() public {
        owner = msg.sender;
    }

    function isOwner() view public returns (bool) {
        return msg.sender == owner;
    }

    modifier grantOwner {
        require(isOwner());
        _;
    }
}",3,
"contract HasOwner {
    address public owner;

    function HasOwner() public {
        owner = msg.sender;
    }
}",0.859405079,"contract Ownable {
  address public owner;

  function Ownable() public {
    owner = msg.sender;
  }
}",1,
"contract CRD2 {
address public beneficiary;
uint public fundingGoal;
uint public amountRaised;

uint public amountToken;

uint public deadline;
uint public price;
token public tokenReward;
mapping(address => uint256) public balanceOf;
bool fundingGoalReached = false;
bool crowdsaleClosed = false;
event GoalReached(address recipient, uint totalAmountRaised);
event FundTransfer(address backer, uint amount, bool isContribution);

event TokenTransfer(address backer, uint amountToken, bool isContribution);


function CRD2(
    address ifSuccessfulSendTo,
    uint fundingGoalInEthers,
    uint durationInMinutes,
    uint etherCostOfEachToken,
    address addressOfTokenUsedAsReward
) {
    beneficiary = 0xAb44F092f1E01E8f91DfE9035A09461B928eDFb7;
    fundingGoal = 0.1 * 1 ether;
    deadline = now + 10 * 1 minutes;
    price = 0.1 * 1 ether;
    tokenReward = token(0x390fc971502fb5236570ba28c81e0Ba71AC55910);
}


function () payable {
    require(!crowdsaleClosed);
    uint amount = msg.value;
    balanceOf[msg.sender] += amount;
    amountRaised += amount;
    tokenReward.transfer(msg.sender, amount / price);
    FundTransfer(msg.sender, amount, true);
}

modifier afterDeadline() { if (now >= deadline) _; }


function checkGoalReached() afterDeadline {
    if (amountRaised >= fundingGoal){
        fundingGoalReached = true;
        GoalReached(beneficiary, amountRaised);
    }
    crowdsaleClosed = true;
}



function safeWithdrawal() afterDeadline {
    if (!fundingGoalReached) {
        uint amount = balanceOf[msg.sender];
        balanceOf[msg.sender] = 0;
        if (amount > 0) {
            if (msg.sender.send(amount)) {
                FundTransfer(msg.sender, amount, false);
            } else {
                balanceOf[msg.sender] = amount;
            }
        }
    }

    if (fundingGoalReached && beneficiary == msg.sender) {
        if (beneficiary.send(amountRaised)) {
            FundTransfer(beneficiary, amountRaised, false);
            TokenTransfer(beneficiary, amountToken, false);
        } else {
            
            fundingGoalReached = false;
        }
    }
}
",0.848523049,"contract Crowdsale {

    address public beneficiary;
    uint public softCap;
    uint public hardCap;
    uint public amountRaised;
    uint public deadline;
    uint public price;
    Token public tokenReward;
    mapping(address => uint256) public balanceOf;

    bool softCapReached = false;
    bool crowdsaleClosed = false;
    uint softCapInEther =  500 ether;
    uint hardCapInEther =  3200 ether;
    uint priceInEther =  0.0002 ether;
    uint tokenDecimal =  18;
    uint duration = 120 days;
    uint startDate = 1524762900; 

    event GoalReached(address recipient, uint totalAmountRaised);
    event FundTransfer(address backer, uint amount, bool isContribution);

  
    function Crowdsale(
        address ifSuccessfulSendTo,
        address addressOfTokenUsedAsReward
    ) {
        beneficiary = ifSuccessfulSendTo;
        softCap = softCapInEther;
        hardCap = hardCapInEther;
        deadline = startDate + duration;
        price = priceInEther;
        tokenReward = Token(addressOfTokenUsedAsReward);
    }

  
    function () payable {

        require(!crowdsaleClosed);
        require(hardCap >= amountRaised);

        uint amount = msg.value;
        balanceOf[msg.sender] += amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount * 10 ** uint256(tokenDecimal) / price);
        FundTransfer(msg.sender, amount, true);
    }

    modifier afterDeadline() { if (now >= deadline) _; }

  
    function checkGoalReached() afterDeadline {
        if (amountRaised >= softCap){
            softCapReached = true;
            GoalReached(beneficiary, amountRaised);
        }
        crowdsaleClosed = true;
    }


    
    function safeWithdrawal() afterDeadline {

        if (!softCapReached) {
            uint amount = balanceOf[msg.sender];
            balanceOf[msg.sender] = 0;
            if (amount > 0) {
                if (msg.sender.send(amount)) {
                    FundTransfer(msg.sender, amount, false);
                } else {
                    balanceOf[msg.sender] = amount;
                }
            }
        }

        if (softCapReached && beneficiary == msg.sender) {
            if (beneficiary.send(amountRaised)) {
                FundTransfer(beneficiary, amountRaised, false);
            } else {
                
                softCapReached = false;
            }
        }
    }
}",2,
"contract CertificateList {

    function hello() public pure returns (string memory )  {
        return ""Hello"";
    }

}",0.811346197,"contract HelloWorld{

    function Hello() public pure returns (string memory){

        return (""Hello World"");

    }

}",1,
"contract Faucet {

    function withdraw(uint256 withdraw_amount) public   {    
        require(withdraw_amount <= 2000000);
        msg.sender.transfer(withdraw_amount);
        }

    
    function () external payable {}
}",0.897327261,"contract Faucet {

    

    

    function withdraw(uint withdraw_amount) public {

        

        

        require(withdraw_amount<=1000000000000);

        

        

        msg.sender.transfer(withdraw_amount);

    }

    

    

    function () public payable {}

    

}",1,
"contract IErc20 {
  function transferFrom(address, address, uint) public returns (bool);
}",0.862295991,"contract ERC20Token {

    function transferFrom(address, address, uint256) public returns (bool);

}",1,
"contract ERC721 {
    
    function totalSupply() public returns (uint256 _totalSupply);
    function balanceOf(address _owner) public view returns (uint256 _balance);
    function ownerOf(uint _tokenId) public view returns (address _owner);
    function approve(address _to, uint _tokenId) public;
    function getApproved(uint _tokenId) public view returns (address _approved);
    function transferFrom(address _from, address _to, uint _tokenId) public;
    function transfer(address _to, uint _tokenId) public;
    function implementsERC721() public view returns (bool _implementsERC721);

    
    event Transfer(address indexed _from, address indexed _to, uint256 _tokenId);
    event Approval(address indexed _owner, address indexed _approved, uint256 _tokenId);
}",0.839469012,"contract ERC721  {
    function balanceOf(address owner) public view returns (uint256 balance);
    function ownerOf(uint256 tokenId) public view returns (address owner);
    function approve(address to, uint256 tokenId) public;
    function getApproved(uint256 tokenId) public view returns (address operator);
    function setApprovalForAll(address operator, bool _approved) public;
    function isApprovedForAll(address owner, address operator) public view returns (bool);
    function transferFrom(address from, address to, uint256 tokenId) public;
    function safeTransferFrom(address from, address to, uint256 tokenId) public;
    function safeTransferFrom(address from, address to, uint256 tokenId, bytes memory data) public;
}",2,
"contract test {\n"" +
""   function multiply(uint a) returns(uint d) {\n"" +
""       return a * 7;\n"" +
""   }\n"" +
""}",0.823935103,contract test { function multiply(uint a) public pure returns(uint d) {   return a * 7;   } },2,
contract HelloWorld { function f() public { } },0.831475016,"contract Hello {
  function hello() public {
  }
}",1,
contract A { function foo() public returns (uint) {} },0.813301017,"contract VoxLike {
    function par() public returns (uint);
}",1,
"contract GorillaSale is Crowdsale {

  function GorillaSale(    uint256 _time_start,
                           uint256 _time_end,
                           uint256 _rate, 
                           address _wallet)

    Crowdsale(_time_start, _time_start, _rate, _wallet)
  {

  }

  function createTokenContract() internal returns (MintableToken) {
    return new GorillaToken();
  }

}",0.806417426,"contract EverhuskCrowdsale is Crowdsale {
    function EverhuskCrowdsale(uint256 _startTime, uint256 _endTime, uint256 _rate, address _wallet) 
        Crowdsale(_startTime, _endTime, _rate, _wallet)
    {
    }
    function createTokenContract() internal returns (MintableToken) {
        return new EverhuskToken();
    }
}",1,
"contract Mortal {
    
    address payable owner;

    
    constructor() public { owner = msg.sender; }

    
    function kill() public {
        if (msg.sender == owner) 
            selfdestruct(owner); 
    }
}",0.808825131,"contract Owned {

    address payable public owner;

    constructor() public {

        owner = msg.sender;

    }

    modifier onlyOwner{ if (msg.sender != owner) revert(); _; }

}",2,
